frame,baseline_elapsed_s,baseline_miou,hybrid_source,hybrid_elapsed_s,hybrid_valid_pct,hybrid_miou
624,0.4095,,flow,0.2111,0.9753,
625,0.4103,,flow,0.1998,0.9696,
626,0.4045,,flow,0.1997,0.9612,
627,0.3976,,flow,0.1996,0.9592,
628,0.4030,,flow,0.1997,0.9550,
629,0.4107,,flow,0.2000,0.9542,
630,0.4083,,flow,0.1999,0.9505,
631,0.3981,,model,0.4119,1.0000,
632,0.4095,,flow,0.2001,0.9812,
633,0.4096,,flow,0.2001,0.9770,
634,0.3982,,flow,0.2000,0.9667,
635,0.4017,,flow,0.1996,0.9647,
636,0.4099,,flow,0.2000,0.9602,
637,0.4140,,flow,0.2001,0.9582,
638,0.4154,,flow,0.2002,0.9549,
639,0.4138,,flow,0.1998,0.9525,
640,0.4004,,model,0.3987,1.0000,
641,0.3993,,flow,0.2197,0.9801,
642,0.4034,,flow,0.2183,0.9724,
643,0.3999,,flow,0.2187,0.9707,
644,0.3937,,flow,0.2183,0.9676,
645,0.3990,,flow,0.2188,0.9655,
646,0.4068,,flow,0.2189,0.9619,
647,0.4061,,flow,0.2183,0.9605,
648,0.4051,,flow,0.2183,0.9566,
649,0.3964,,flow,0.2184,0.9557,
650,0.3933,,flow,0.2183,0.9529,
651,0.4076,,flow,0.2188,0.9515,
652,0.4069,,model,0.4048,1.0000,
653,0.4036,,flow,0.2184,0.9911,
654,0.4069,,flow,0.2188,0.9860,
655,0.4183,,flow,0.2183,0.9839,
656,0.3941,,flow,0.2185,0.9813,
657,0.4061,,flow,0.2026,0.9759,
658,0.3953,,flow,0.2032,0.9706,
659,0.3989,,flow,0.2033,0.9686,
660,0.4005,,flow,0.2028,0.9617,
661,0.3955,,flow,0.2028,0.9605,
662,0.4000,,flow,0.2028,0.9570,
663,0.4111,,flow,0.2028,0.9556,
664,0.4107,,model,0.4210,1.0000,
665,0.3985,,flow,0.2029,0.9945,
666,0.4069,,flow,0.2032,0.9843,
667,0.4024,,flow,0.2032,0.9830,
668,0.4114,,flow,0.2033,0.9796,
669,0.4117,,flow,0.2034,0.9764,
670,0.4068,,flow,0.2030,0.9743,
671,0.3974,,flow,0.2029,0.9716,
672,0.3949,,model,0.3959,1.0000,
673,0.4071,,flow,0.2030,0.9975,
674,0.3988,,flow,0.2031,0.9568,
675,0.4073,,flow,0.2033,0.9535,
676,0.4049,,model,0.4089,1.0000,
677,0.3952,,flow,0.2032,0.9897,
678,0.4000,,model,0.3966,1.0000,
679,0.3965,,flow,0.2039,0.9760,
680,0.4063,,model,0.4052,1.0000,
681,0.3972,,flow,0.2031,0.9760,
682,0.3952,,flow,0.2031,0.9680,
683,0.3962,,flow,0.2031,0.9642,
684,0.4055,,flow,0.2037,0.9610,
685,0.4076,,flow,0.2036,0.9588,
686,0.4063,,model,0.3980,1.0000,
687,0.4089,,flow,0.2039,0.9988,
688,0.4072,,flow,0.2037,0.9918,
689,0.4140,,flow,0.1930,0.9766,
690,0.4038,,flow,0.1937,0.9726,
691,0.4199,,flow,0.1936,0.9669,
692,0.3997,,flow,0.1936,0.9535,
693,0.4019,,flow,0.1937,0.9523,
694,0.4118,,model,0.4114,1.0000,
695,0.4029,,flow,0.1936,0.9898,
696,0.4119,,flow,0.1932,0.9585,
697,0.4096,,flow,0.1936,0.9578,
698,0.3996,,model,0.4017,1.0000,
699,0.4013,,flow,0.1936,0.9927,
700,0.4017,0.8296,flow,0.1933,0.9876,0.8334
701,0.4027,,flow,0.1937,0.9867,
702,0.3975,,flow,0.1931,0.9781,
703,0.4138,,flow,0.1936,0.9767,
704,0.4018,,model,0.3977,1.0000,
705,0.4090,,flow,0.1937,0.9972,
706,0.4121,,flow,0.1942,0.9816,
707,0.4101,,flow,0.1935,0.9802,
708,0.4012,,flow,0.1939,0.9640,
709,0.4233,,model,0.4098,1.0000,
710,0.4057,,flow,0.1940,0.9828,
711,0.4083,,flow,0.1936,0.9765,
712,0.4006,,flow,0.1939,0.9635,
713,0.4000,,flow,0.1936,0.9525,
714,0.4005,,model,0.3981,1.0000,
715,0.4083,,flow,0.1940,0.9674,
716,0.4284,,model,0.4183,1.0000,
717,0.4193,,flow,0.1946,0.9889,
718,0.4145,,flow,0.1936,0.9656,
719,0.4013,,flow,0.1940,0.9609,
720,0.4130,,flow,0.1941,0.9513,
721,0.4082,,model,0.4011,1.0000,
722,0.4002,,flow,0.1961,0.9687,
723,0.4105,,model,0.4015,1.0000,
724,0.4061,,flow,0.1963,0.9696,
725,0.4106,,flow,0.1959,0.9627,
726,0.4099,,flow,0.1961,0.9587,
727,0.4019,,flow,0.1959,0.9567,
728,0.4046,,flow,0.1959,0.9545,
729,0.3977,,flow,0.1959,0.9526,
730,0.3980,,flow,0.1963,0.9502,
731,0.4122,,model,0.4050,1.0000,
732,0.4140,,flow,0.1959,0.9924,
733,0.4027,,flow,0.1959,0.9912,
734,0.3995,,flow,0.1959,0.9888,
735,0.4024,,flow,0.1961,0.9714,
736,0.4014,,flow,0.1961,0.9675,
737,0.4009,,flow,0.1901,0.9628,
738,0.4137,,flow,0.1899,0.9603,
739,0.4113,,flow,0.1904,0.9522,
740,0.4021,,model,0.4142,1.0000,
741,0.3995,,flow,0.1904,0.9716,
742,0.3996,,model,0.4150,1.0000,
743,0.4008,,flow,0.1904,0.9730,
744,0.4031,,model,0.4138,1.0000,
745,0.4108,,flow,0.1906,0.9694,
746,0.4125,,model,0.4007,1.0000,
747,0.3992,,flow,0.1906,0.9845,
748,0.4124,,model,0.3994,1.0000,
749,0.4068,,flow,0.1902,0.9822,
750,0.4007,,flow,0.1900,0.9602,
751,0.3996,,flow,0.1902,0.9566,
752,0.3977,,model,0.4032,1.0000,
753,0.4150,,flow,0.1917,0.9863,
754,0.4233,,flow,0.1915,0.9772,
755,0.4285,,flow,0.1925,0.9547,
756,0.3996,,model,0.4108,1.0000,
757,0.4087,,flow,0.1914,0.9787,
758,0.3987,,flow,0.1914,0.9661,
759,0.4103,,flow,0.1915,0.9581,
760,0.4007,,flow,0.1915,0.9559,
761,0.4056,,flow,0.1920,0.9533,
762,0.3978,,model,0.4113,1.0000,
763,0.4091,,flow,0.1915,0.9700,
764,0.4101,,flow,0.1915,0.9586,
765,0.4132,,flow,0.1920,0.9569,
766,0.4039,,flow,0.1920,0.9508,
767,0.3997,,model,0.3980,1.0000,
768,0.4015,,flow,0.1914,0.9629,
769,0.4178,,flow,0.2006,0.9599,
770,0.4000,,flow,0.2005,0.9534,
771,0.4090,,flow,0.2010,0.9519,
772,0.4094,,model,0.4119,1.0000,
773,0.4098,,flow,0.2006,0.9767,
774,0.4112,,flow,0.2005,0.9527,
775,0.4089,,flow,0.2011,0.9514,
776,0.3996,,model,0.4110,1.0000,
777,0.3955,,flow,0.2005,0.9719,
778,0.4095,,flow,0.2010,0.9559,
779,0.4113,,flow,0.2006,0.9528,
780,0.3994,,model,0.4097,1.0000,
781,0.4001,,flow,0.2005,0.9808,
782,0.3972,,flow,0.2009,0.9708,
783,0.4087,,flow,0.2006,0.9702,
784,0.3964,,flow,0.2009,0.9677,
785,0.4295,,flow,0.2012,0.9611,
786,0.4095,,flow,0.2016,0.9579,
787,0.3991,,flow,0.2010,0.9567,
788,0.4104,,flow,0.2015,0.9533,
789,0.4099,,model,0.4093,1.0000,
790,0.3991,,flow,0.2015,0.9705,
791,0.3943,,flow,0.2015,0.9541,
792,0.3970,,model,0.4081,1.0000,
793,0.4080,,flow,0.2016,0.9664,
794,0.3999,,flow,0.2011,0.9546,
795,0.4063,,flow,0.2016,0.9540,
796,0.4063,,model,0.4093,1.0000,
797,0.4085,,flow,0.2170,0.9722,
798,0.4093,,flow,0.2015,0.9659,
799,0.4074,,flow,0.2014,0.9631,
800,0.3976,0.8575,flow,0.2012,0.9578,0.8595
801,0.4027,,flow,0.2006,0.9541,
802,0.4089,,flow,0.2007,0.9537,
803,0.4118,,flow,0.2007,0.9526,
804,0.4147,,model,0.4168,1.0000,
805,0.4077,,flow,0.2009,0.9972,
806,0.4067,,flow,0.2013,0.9892,
807,0.4088,,flow,0.2007,0.9848,
808,0.4076,,flow,0.2012,0.9747,
809,0.3957,,flow,0.2012,0.9746,
810,0.4087,,flow,0.2007,0.9729,
811,0.4081,,flow,0.2013,0.9709,
812,0.4096,,flow,0.2012,0.9661,
813,0.4069,,flow,0.2014,0.9658,
814,0.4116,,flow,0.2012,0.9547,
815,0.4102,,flow,0.2007,0.9517,
816,0.4112,,model,0.4063,1.0000,
817,0.4114,,flow,0.2077,0.9976,
818,0.4081,,flow,0.2077,0.9950,
819,0.3990,,flow,0.2081,0.9821,
820,0.3994,,flow,0.2077,0.9792,
821,0.3978,,flow,0.2081,0.9783,
822,0.4083,,flow,0.2077,0.9718,
823,0.4091,,flow,0.2077,0.9720,
824,0.4387,,flow,0.2081,0.9723,
825,0.4137,,flow,0.2083,0.9722,
826,0.4171,,flow,0.2079,0.9719,
827,0.4071,,flow,0.2077,0.9718,
828,0.4058,,flow,0.2078,0.9710,
829,0.4075,,flow,0.2081,0.9705,
830,0.4062,,flow,0.2077,0.9687,
831,0.3987,,flow,0.2077,0.9685,
832,0.3972,,flow,0.2076,0.9673,
833,0.4049,,flow,0.1983,0.9671,
834,0.4135,,flow,0.1987,0.9650,
835,0.4099,,flow,0.1987,0.9640,
836,0.4081,,flow,0.1987,0.9620,
837,0.4021,,flow,0.1983,0.9608,
838,0.3984,,flow,0.1986,0.9587,
839,0.3971,,flow,0.1987,0.9577,
840,0.4101,,flow,0.1987,0.9556,
841,0.4098,,flow,0.1984,0.9545,
842,0.3993,,flow,0.1987,0.9525,
843,0.4096,,flow,0.1982,0.9515,
844,0.4090,,model,0.4090,1.0000,
845,0.4086,,flow,0.1987,0.9986,
846,0.4099,,flow,0.1982,0.9930,
847,0.3977,,flow,0.1987,0.9919,
848,0.4071,,flow,0.1982,0.9878,
849,0.4076,,flow,0.2095,0.9857,
850,0.3954,,flow,0.2097,0.9810,
851,0.4109,,flow,0.2101,0.9806,
852,0.3950,,flow,0.2101,0.9782,
853,0.3997,,flow,0.2096,0.9779,
854,0.4082,,flow,0.2096,0.9758,
855,0.3963,,flow,0.2101,0.9752,
856,0.3990,,flow,0.2101,0.9727,
857,0.4079,,flow,0.2101,0.9719,
858,0.4109,,flow,0.2101,0.9702,
859,0.4067,,flow,0.2096,0.9693,
860,0.3979,,flow,0.2101,0.9676,
861,0.3976,,flow,0.2101,0.9667,
862,0.4096,,flow,0.2100,0.9640,
863,0.3980,,flow,0.2096,0.9605,
864,0.4059,,flow,0.2096,0.9545,
865,0.4123,,flow,0.1919,0.9537,
866,0.4021,,flow,0.1926,0.9500,
867,0.4086,,model,0.3993,1.0000,
868,0.3981,,flow,0.1922,0.9875,
869,0.4107,,flow,0.1926,0.9851,
870,0.4086,,flow,0.1922,0.9810,
871,0.4012,,flow,0.1926,0.9797,
872,0.4005,,flow,0.1927,0.9786,
873,0.3987,,flow,0.1927,0.9715,
874,0.3970,,flow,0.1921,0.9695,
875,0.3962,,flow,0.2087,0.9675,
876,0.4063,,flow,0.1924,0.9653,
877,0.4109,,flow,0.1925,0.9644,
878,0.3975,,flow,0.1928,0.9630,
879,0.3987,,flow,0.1926,0.9618,
880,0.4120,,flow,0.1921,0.9594,
881,0.4098,,flow,0.1996,0.9578,
882,0.4001,,flow,0.1998,0.9545,
883,0.4106,,flow,0.1992,0.9534,
884,0.4118,,flow,0.1996,0.9505,
885,0.4127,,model,0.4076,1.0000,
886,0.4033,,flow,0.1996,0.9889,
887,0.4009,,flow,0.1996,0.9839,
888,0.4111,,flow,0.1992,0.9798,
889,0.4053,,flow,0.1993,0.9777,
890,0.3980,,flow,0.1992,0.9721,
891,0.4121,,flow,0.1999,0.9712,
892,0.4112,,flow,0.1992,0.9692,
893,0.4106,,flow,0.1992,0.9687,
894,0.4026,,flow,0.1993,0.9626,
895,0.4148,,flow,0.1997,0.9589,
896,0.3994,,flow,0.1997,0.9573,
897,0.4083,,flow,0.1977,0.9564,
898,0.4031,,flow,0.1980,0.9539,
899,0.3994,,flow,0.1980,0.9529,
900,0.4036,0.7947,flow,0.1976,0.9504,0.6913
